209.38480252445214,314762.95262682124
351.07072922973344,183451.52348216195
588.6322953524958,119309.85618574469
986.9463623246506,68140.5037020872
1654.7904860071496,40815.22602896196
2774.5495166828614,24781.541290846835
4652.023978636695,14812.86766653389
7799.942645710744,8854.213139167789
13077.986174569636,5281.469353567695
21927.561541274506,3228.3478647761995
38620.32664885495,1645.0235488077049
64753.8220359651,974.2501876121572
108571.2585082384,642.9626344240286
182038.95621042466,358.9059859097893
305220.5715720474,186.33809992535654
511756.38033806765,117.12049176639334
858050.2666246493,74.56594992519106
