108775635799.8419,0.02845805368391187
180372973045.3145,0.01796966361938417
302427255545.2472,0.01179135139209482
507072890979.3667,0.007548963902660442
850197566692.8656,0.004750938989808202
1425506895102.1648,0.0030138603725782006
2390114942210.7017,0.0019386038642515836
4007451283895.3647,0.0012428035471274746
6719202289886.773,0.0007892415916796214
11265933436010.324,0.0004933036206089443
18889333987703.793,0.00030411869014539063
31671316054338.67,0.00018682263756373622
53102574249931.87,0.00010919441567068074
89035876726166.31,0.00006116079176440651
149284426534316.1,0.00003315516449054611
250301797714877.12,0.00001702441933938923
